StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,Q1.1_First Click,Q1.1_Last Click,Q1.1_Page Submit,Q1.1_Click Count,Q2.1,Q2.1_3_TEXT,Q2.2,Q2.3,Q2.3_7_TEXT,Q2.4,Q2.5,Q2.6,Q2.7_1,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3_First Click,Q4.3_Last Click,Q4.3_Page Submit,Q4.3_Click Count,Q5.1_First Click,Q5.1_Last Click,Q5.1_Page Submit,Q5.1_Click Count,Q6.1_First Click,Q6.1_Last Click,Q6.1_Page Submit,Q6.1_Click Count,Q6.3_First Click,Q6.3_Last Click,Q6.3_Page Submit,Q6.3_Click Count,Q6.4_1,Q6.5_1,Q6.6_First Click,Q6.6_Last Click,Q6.6_Page Submit,Q6.6_Click Count,Q6.8_First Click,Q6.8_Last Click,Q6.8_Page Submit,Q6.8_Click Count,Q6.9_1,Q6.10_1,Q6.11_First Click,Q6.11_Last Click,Q6.11_Page Submit,Q6.11_Click Count,Q6.13_First Click,Q6.13_Last Click,Q6.13_Page Submit,Q6.13_Click Count,Q6.14_1,Q6.15_1,Q6.16_First Click,Q6.16_Last Click,Q6.16_Page Submit,Q6.16_Click Count,Q6.18_First Click,Q6.18_Last Click,Q6.18_Page Submit,Q6.18_Click Count,Q6.19_1,Q6.20_1,Q6.21_First Click,Q6.21_Last Click,Q6.21_Page Submit,Q6.21_Click Count,Q6.23_First Click,Q6.23_Last Click,Q6.23_Page Submit,Q6.23_Click Count,Q6.24_1,Q6.25_1,Q7.1_First Click,Q7.1_Last Click,Q7.1_Page Submit,Q7.1_Click Count,Q8.1_First Click,Q8.1_Last Click,Q8.1_Page Submit,Q8.1_Click Count,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.4_1,Q8.5_1,Q8.6_First Click,Q8.6_Last Click,Q8.6_Page Submit,Q8.6_Click Count,Q8.8_First Click,Q8.8_Last Click,Q8.8_Page Submit,Q8.8_Click Count,Q8.9_1,Q8.10_1,Q8.11_First Click,Q8.11_Last Click,Q8.11_Page Submit,Q8.11_Click Count,Q8.13_First Click,Q8.13_Last Click,Q8.13_Page Submit,Q8.13_Click Count,Q8.14_1,Q8.15_1,Q8.16_First Click,Q8.16_Last Click,Q8.16_Page Submit,Q8.16_Click Count,Q8.18_First Click,Q8.18_Last Click,Q8.18_Page Submit,Q8.18_Click Count,Q8.19_1,Q8.20_1,Q8.21_First Click,Q8.21_Last Click,Q8.21_Page Submit,Q8.21_Click Count,Q8.23_First Click,Q8.23_Last Click,Q8.23_Page Submit,Q8.23_Click Count,Q8.24_1,Q8.25_1,Q9.1,Q9.2_1,Q9.3_1,Q9.4_1,Q9.5_1,Q9.6,Q11.1,q1_score,q2_score,q3_score,q4_score,q5_score,final_score,earnings,correct_res,true_earnings,correct,q1_txt,q2_txt,q3_txt,q4_txt,q5_txt,surveycode,MID,p1_txt,p2_txt,Random
2021-07-09 23:08:15,2021-07-09 23:11:57,IP Address,122.164.109.67,100,221,True,2021-07-09 23:11:58,R_1DUXiHZMVUbzDi0,,,,,12.89959716796875,80.22088623046875,anonymous,EN,0.800000011920928955078125,,5.229,5.229,5.745,1,Male,,25-34,White/ Caucasian,,Master's or higher degree,"$50,000 - $100,000",,"5
Very enjoyable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.675,0,1.577,14.617,14.633,2,,,,,,,2.81,25.904,26.107,2,,,,,,,2.967,13.2,13.213,2,,,,,,,0.893,18.437,18.455,2,,,,,,,1.118,20.038,20.057,2,,,,,,,Yes,"5
Very enjoyable","4
 ","5
Very focused","4
 ",,,0,0,0,0,0,0,1.00,0,0,0,NaN10*8*(7-6),NaN11*13*(6-5),NaN1*2*(7-4),NaN7*7*(3/2),~+2*8*(5-3),7584,A8LBBPY53A3O3,,,1
2021-07-14 11:32:34,2021-07-14 11:35:05,Survey Preview,,100,151,True,2021-07-14 11:35:05,R_33evSvI3v5bXMiY,,,,,33.380401611328125,-112.02459716796875,preview,EN,1,projects/513998946275/assessments/25b8248fb0000000,0,0,3.748,0,Female,,18-24,White/ Caucasian,,High school,"Less than $25,000",,"3
Neutral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.873,0,1.979,8.316,8.324,4,,,,,,,,,,,,,,,,,5.625,15.563,15.572,2,,,,,,,5.678,25.862,25.871,2,,,,,,,3.273,9.71,9.721,2,,,,,,,No,"2
 ","3
Neutral","2
 ","3
Neutral",,,0,0,10,10,10,30,1.60,0,0,0,NaN67,NaN6*(5+13-11),NaN7*2*1+4,NaN7*2+7-3,~+2*8+5-3,7090,,,,1
2021-07-14 19:14:04,2021-07-14 19:16:29,Survey Preview,,100,145,True,2021-07-14 19:16:30,R_2PiG6CGnQ0ApSmE,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/e87d4e04c8000000,0,0,2.261,0,Female,,35-44,White/ Caucasian,,Master's or higher degree,"$25,000 - $50,000",,"4
 ",3.203,3.203,9.364,1,,,,,,,,,0,0,3.329,0,1.652,6.087,6.11,2,1.17,13.96,13.978,2,,,0.833,7.361,7.382,2,,,,,,,1.616,16.642,16.656,2,,,,,,,1.221,7.58,7.596,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"3
Neutral","3
Neutral","3
Neutral","3
Neutral",,,0,0,10,0,10,20,0.80,2,1.40,2,NaN10+7,NaN13-2+5+2,NaN2*7+4*1,NaN7+3+8,NaN2*8+5-3,8591,,NaN10/10*9*2,NaN3*6*(8-7),2
2021-07-16 19:12:17,2021-07-16 19:13:46,Survey Preview,,100,89,True,2021-07-16 19:13:49,R_6RPH9GEcg3vhc0V,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/a91cf5d4c8000000,0,0,3.042,0,Other,,Prefer not to answer,Other,,Other,Prefer not to answer,,"1
Do not enjoy",12.037,12.037,13.456,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.365,0,3.159,4.633,4.649,2,,,,,,,,,,,,,,,,,0.817,2.741,2.759,2,,,,,,,0.997,2.374,2.392,2,,,,,,,0.79,3.161,3.178,2,,,,,,,No,"1
Did not enjoy","1
Not difficult at all","1
Not focused at all","1
No pressure",,,0,0,0,0,0,0,1.00,0,0,0,NaN(5+7)*(10-8),NaN(5+7)*(10-8),NaN(11+13)*(6-5),NaN12+12,~+(5+7)*(10-8),4923,,NaN~10/10*9*2,NaN~3*6*(8-7),1
2021-07-16 19:13:53,2021-07-16 19:15:33,Survey Preview,,100,99,True,2021-07-16 19:15:36,R_2CspMo3EhVQm9Yx,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/59a275d4c8000000,0,0,2.032,0,Other,,45-54,African - American,,High school,Prefer not to answer,,"1
Do not enjoy",1.711,1.711,3.49,1,,,,,,,,,0,0,2.368,0,1.085,15,15.127,6,0.768,3.269,3.291,3,3,3,1.149,2.744,2.764,2,,,,,5,5,0.727,2.932,2.951,3,,,,,,,2.476,8.639,8.663,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"1
Did not enjoy","1
Not difficult at all","1
Not focused at all","1
No pressure",,,0,0,0,0,0,0,0.00,0,1.00,0,NaN12+12,NaN3*5,NaN12+12,NaN10+8-7-5,NaN3+7*2,1803,,NaN~10/10*9*2,NaN~3*6*(8-7),2
2021-07-16 19:28:41,2021-07-16 19:30:12,Survey Preview,,100,91,True,2021-07-16 19:30:14,R_2trGZpqk9V8lcgz,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/ba2d9dd4c8000000,0,0,2.116,0,Female,,55-64,Hispanic,,Bachelor's degree,Prefer not to answer,,"3
Neutral",1.64,1.64,4.661,1,1.233,22.18,22.196,7,0.977,13.306,13.327,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.104,0,1.621,4.855,4.873,3,,,,,,,,,,,,,,,,,0.998,2.617,2.635,2,,,,,,,0.588,1.871,1.886,2,,,,,,,0.534,2.024,2.041,2,,,,,,,No,"2
 ","2
 ","3
Neutral","3
Neutral",,,0,0,0,0,0,0,1.00,0,0,0,NaN12+12,NaN(5+7)*(10-8),NaN3*5,NaN12+12,~+12+12,3682,,NaN~10/10*9*2,NaN~3*6*(8-7),1
2021-07-16 20:10:42,2021-07-16 20:11:58,Survey Preview,,100,76,True,2021-07-16 20:12:00,R_3HZWJIBeCDFigiE,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/7a8bebd4c8000000,0,0,1.861,0,Other,,Prefer not to answer,Other,,Other,"More than $100,000",,"4
 ",1.568,1.568,2.921,1,0.873,13.818,13.841,4,1.359,9.301,9.422,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.657,0,0.639,2.018,2.035,2,,,,,,,,,,,,,,,,,0.918,3.813,3.93,2,,,,,,,0.841,2.732,2.748,2,,,,,,,0.599,2.404,2.523,2,,,,,,,No,"1
Did not enjoy","1
Not difficult at all","1
Not focused at all","1
No pressure",,,0,0,0,0,0,0,1.00,0,0,0,NaN12+12,NaN(11+13)*(6-5),NaN3+7*2,NaN3+7*2,~+3*5,5222,,NaN~10/10*9*2,NaN~3*6*(8-7),1
2021-07-16 20:18:00,2021-07-16 20:19:30,Survey Preview,,100,90,True,2021-07-16 20:19:32,R_0P1ibH0JY3JsFIl,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/e530dbd4c8000000,0,0,2.252,0,Other,,Over 65,African - American,,Other,Prefer not to answer,,"4
 ",1.37,1.37,2.741,1,1.023,12.148,12.174,4,0.737,8.624,8.643,3,0,0,1.65,0,1.53,3.407,3.423,3,1.126,2.6,2.621,2,5,5,0.651,1.995,2.017,2,,,,,3,5,0.962,2.324,2.343,2,,,,,,,1.439,4.446,4.466,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","3
Neutral","3
Neutral","3
Neutral",,,0,0,0,0,0,0,0.00,0,1.00,0,NaN12+12,NaN12+12,NaN3*5,NaN12+12,NaN12+12,4320,,p~12+12~10/10*9*2,p~12+12~3*6*(8-7),2
2021-07-09 22:36:36,2021-07-09 22:42:07,IP Address,104.252.19.66,69,331,False,2021-07-16 22:42:10,R_2DMNOVctr3OTeIb,,,,,,,anonymous,EN,1,,0,0,12.556,0,Male,,45-54,White/ Caucasian,,Master's or higher degree,"More than $100,000",,"5
Very enjoyable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.869,0,0.674,105.194,120.041,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.00,0,0,0,NaN6*7(10/8),,,,,8991,AFOE3TFLBLOVQ,,,1
2021-07-09 22:35:54,2021-07-09 22:46:52,IP Address,70.167.218.115,4,657,False,2021-07-16 22:46:53,R_1et9woCztFm7VrK,,,,,,,anonymous,EN,1,,2.017,2.017,6.692,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.00,0,0,0,,,,,,6757,AD1ILDUXZHASF,,,
2021-07-09 22:38:48,2021-07-09 22:47:29,IP Address,68.46.202.169,60,521,False,2021-07-16 22:47:31,R_2AYyuRKmvwnn6vW,,,,,,,anonymous,EN,1,,0,0,45.394,0,Male,,35-44,White/ Caucasian,,Master's or higher degree,"$50,000 - $100,000",,"5
Very enjoyable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.00,0,0,0,,,,,,9701,AROK76ER97U3R,,,1
2021-07-09 22:43:39,2021-07-09 22:51:22,IP Address,122.164.109.114,60,463,False,2021-07-16 22:51:25,R_3gYO4KLrtxSDBv2,,,,,,,anonymous,EN,,,16.091,20.977,30.823,4,Female,,25-34,White/ Caucasian,,Master's or higher degree,"$50,000 - $100,000",,"5
Very enjoyable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.00,0,0,0,,,,,,2621,AYIQ5FWAKFHA0,,,1
2021-07-09 22:36:50,2021-07-09 22:51:55,IP Address,106.211.224.208,33,905,False,2021-07-16 22:51:58,R_3fefYjnz381YgtX,,,,,,,anonymous,EN,1,,0,0,22.464,0,Male,,25-34,Asian,,Bachelor's degree,"Less than $25,000",,"4
 ",37.509,277.856,280.151,5,,,,,,,,,0,0,7.884,0,34.461,63.715,63.753,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0.80,0,0,1,NaN(10+8)*(7-6),NaN,,,,7357,A9ZM1P6LBW79,,,2
2021-07-09 22:52:14,2021-07-09 22:54:26,IP Address,99.65.204.90,23,131,False,2021-07-16 22:54:35,R_C9wFfjILH2yaGZP,,,,,,,anonymous,EN,0.89999997615814208984375,,0,0,17.422,0,Female,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",,"5
Very enjoyable",36.528,42.24,48.535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.00,0,0,0,,,,,,9070,A143ER9O9ZHQLD,,,2
2021-07-09 22:54:10,2021-07-09 22:58:57,IP Address,122.164.109.67,60,286,False,2021-07-16 22:58:58,R_24plks0ZZ3CQPpo,,,,,,,anonymous,EN,0.800000011920928955078125,,3.215,5.142,8.323,3,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",,"5
Very enjoyable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.00,0,0,0,,,,,,5085,AYIQ5FWAKFHA0,,,1
2021-07-09 22:56:46,2021-07-09 23:01:50,IP Address,67.240.241.158,58,303,False,2021-07-16 23:01:51,R_1pMXBM1EGt4XmTf,,,,,,,anonymous,EN,1,,0,0,34.99,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",,"4
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.00,0,0,0,,,,,,9516,AHMJHIEADMGYT,,,1
2021-07-09 22:59:15,2021-07-09 23:11:40,IP Address,122.164.109.67,87,745,False,2021-07-16 23:11:40,R_1hZus9BMyJAhAPA,,,,,,,anonymous,EN,1,,0,0,17.252,0,Male,,25-34,White/ Caucasian,,Master's or higher degree,"$25,000 - $50,000",,"5
Very enjoyable",5.681,5.681,11.786,1,,,,,,,,,0,0,2.047,0,0.74,21.564,21.59,3,1.69,15.899,15.927,2,,,0.742,17.126,17.158,3,,,,,,,0.4,9.791,9.818,2,,,,,,,0.554,13.282,13.307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00,0,1.00,0,NaN6*10*(8-7),NaN11*13*(6-5),NaN1*2*(7-4),NaN7*7*3/2,NaN2*8*(5-3),2409,A8LBBPY53A3O3,,,2
2021-07-09 22:49:15,2021-07-10 03:49:25,IP Address,201.47.22.214,17,18010,False,2021-07-17 03:49:27,R_3CIyTBZXZSQQvVU,,,,,,,anonymous,EN,1,,0,0,3.477,0,Male,,18-24,Asian,,Bachelor's degree,"$25,000 - $50,000",,"1
Do not enjoy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.00,0,0,0,,,,,,3026,A2825I2XO6KZEP,,,2
2021-07-21 12:14:54,2021-07-21 12:20:54,Survey Preview,,100,359,True,2021-07-21 12:20:55,R_x9rRbeHvCIPji4p,,,,,33.380401611328125,-112.02459716796875,preview,EN,1,projects/513998946275/assessments/0bc5a5c2c8000000,0,0,3.464,0,Female,,25-34,Asian,,Master's or higher degree,"More than $100,000",,"2
 ",5.782,5.782,9.285,1,2.091,69.497,69.509,13,3.241,43.883,43.896,20,0,0,3.182,0,2.787,26.685,26.695,5,4.652,31.611,35.441,12,2,5,2.302,5.925,8.42,2,,,,,,5,1.735,27.684,27.697,5,,,,,1,5,6.462,23.2,23.211,8,,,,,5,3,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"2
 ","2
 ","3
Neutral","2
 ",Other,,10,10,10,0,10,40,1.60,4,1.80,4,q~10+8*(7-6),q~6*(5+11-13),q~7*2+4*1,q~2+11+10+10,q~2+8+3+5,8923,,p~2*9+10-10,p~2+11+10+10~3*6*(8-7),2
2021-07-23 11:55:08,2021-07-23 12:06:59,Survey Preview,,100,710,True,2021-07-23 12:07:00,R_29mDweS5HDJnpgc,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/fc38ce6ec8000000,0,0,2.98,0,Other,,Prefer not to answer,Other,,Other,Prefer not to answer,,"5
Very enjoyable",3.35,3.35,12.762,1,1.958,26.46,26.476,4,19.745,40.035,40.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11.239,0,1.306,3.028,3.044,2,,,,,4,3,2.541,7.396,9.26,4,,,,,3,5,2.153,10.595,120.022,6,,,,,3,4,2.42,5.884,7.299,3,,,,,3,3,1.641,3.979,5.072,3,1.309,3.407,4.645,3,4,4,No,"3
Neutral","3
Neutral",4,"4
 ",Other,NC,0,0,0,0,0,0,1.00,0,0,0,q~3*5,q~(5+7)*(10-8),q~~~~~0,q~~(5+7)*(10-8),q~(5+7)*(10-8),5011,,p~2*9*10/10,p~3868(8=&)~3*6*(8-7),1
2021-07-23 12:14:03,2021-07-23 12:16:02,Survey Preview,,100,118,True,2021-07-23 12:16:03,R_ZCZ7ESRc8whgXcd,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,0.89999997615814208984375,projects/513998946275/assessments/5bf9716ec8000000,0,0,2.535,0,Other,,Prefer not to answer,Other,,Other,Prefer not to answer,,"5
Very enjoyable",1.166,1.166,3,1,2.312,15.479,15.5,6,0.953,7.381,7.396,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.929,0,1.025,2.419,2.435,2,1.206,5.545,6.72,4,2,3,1.3,3.111,3.129,2,3.976,7.197,8.305,3,5,3,0.927,2.466,2.483,2,0,0,3.045,0,,,1.858,3.66,3.677,2,0,0,1.717,0,,,0.896,2.949,2.967,2,0,0,1.716,0,,,No,"5
Very enjoyable","5
Very Difficult","5
Very focused","5
A lot of pressure",Other,ok,0,0,0,0,0,0,1.00,0,0,0,q~3*5,q~12+12,q~12+12,q~12+12,q~3+7*2,2985,,p~3*5~10/10*9*2,p~~3*6*(8-7),1
2021-07-23 12:22:24,2021-07-23 12:27:28,Survey Preview,,100,304,True,2021-07-23 12:27:30,R_3FW0WVk7HGiUoqL,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/d57a196ec8000000,0,0,3.363,0,Other,,Prefer not to answer,Other,,Other,Prefer not to answer,,"4
 ",1.49,1.49,3.388,1,0.999,12.017,12.033,4,0.871,6.801,6.94,2,0,0,1.916,0,0.999,8.247,8.266,2,2.44,4.473,5.536,2,4,4,1.31,2.96,2.977,2,0,0,1.795,0,,,0.99,2.944,2.964,3,1.145,3.243,4.078,3,4,5,1.058,2.612,120.039,2,3.268,3.784,5.28,2,3,,54.48,61.022,61.041,2,1.481,6.03,7.381,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","4
 ",4,"4
 ",Frustration from answering puzzles incorrectly,,0,0,0,0,10,10,0.40,1,1.20,1,q~10+6+8-7,q~3*5,q~3+7*2,q,q~2+8+3+5,3275,,p~3*5~10/10*9*2,p~~3*6*(8-7),2
2021-07-23 12:35:00,2021-07-23 12:37:10,Survey Preview,,100,129,True,2021-07-23 12:37:11,R_b0XjcChlLNXFZkt,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/c2c1b56ec8000000,0,0,2.542,0,Other,,Over 65,Other,,Other,Prefer not to answer,,"3
Neutral",1.356,1.356,2.777,1,0.988,7.24,7.258,2,0.881,6.908,6.922,2,0,0,1.811,0,1.653,11.219,11.241,2,5.507,6.984,7.903,2,3,3,1.155,2.581,2.501,2,1.041,3.656,4.481,2,4,4,1.024,2.452,2.473,2,0.903,3.887,4.758,5,4,4,1.212,3.31,3.331,3,4.64,7,8.059,4,4,4,0.857,2.747,2.769,2,0.837,7.842,8.731,8,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"1
Did not enjoy","1
Not difficult at all","1
Not focused at all","1
No pressure",Frustration from answering puzzles incorrectly,,0,0,0,0,0,0,0.00,0,1.00,0,q~10-6+7-8,q~10+8-7-5,q~3*5,q~12+12,q~3*5,4882,,p~~10/10*9*2,p~~3*6*(8-7),2
2021-07-23 17:56:30,2021-07-23 18:02:53,Survey Preview,,100,383,True,2021-07-23 18:02:54,R_3NK7IHw9d6elDhw,,,,,33.380401611328125,-112.02459716796875,preview,EN,0.89999997615814208984375,projects/513998946275/assessments/79b7141ec8000000,0,0,4.118,0,Female,,45-54,Hispanic,,Bachelor's degree,"$50,000 - $100,000",,"3
Neutral",3.177,3.177,6.292,1,1.394,194.039,194.054,27,2.192,5.148,5.157,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.142,0,1.965,4.943,4.958,2,2.04,24.346,28.942,12,5,3,1.264,4.582,4.59,2,2.896,7.888,9.604,5,3,3,1.551,13.497,13.506,5,3.402,6.556,7.817,2,4,3,1.479,6.603,6.61,2,2.119,4.469,5.307,2,3,5,1.298,17.574,17.584,5,2.562,4.988,6.156,2,5,2,No,"3
Neutral","2
 ","2
 ","3
Neutral",Knowing that my earnings depend on how many correct responses I submit,,0,0,10,0,10,20,1.40,0,0,0,q~2*8+5-3,q~(11+13)*(6-5),q~~~~(7*2+4)*1,q~(11+10/10)*2,q~2+8+5+3,6670,,p~2+11+10+10~10/10*9*2,p~3*6*(8-7),1
2021-07-23 18:50:43,2021-07-23 18:57:54,Survey Preview,,100,430,True,2021-07-23 18:57:55,R_3qL2GV0BmVJcmdH,,,,,37.437103271484375,-121.8954010009765625,preview,EN,1,projects/513998946275/assessments/08de33d070000000,0,0,18.609,0,Prefer not to answer,,Prefer not to answer,Prefer not to answer,,Other,Prefer not to answer,,"4
 ",33.802,33.802,42.246,1,2.789,13.477,13.494,2,1.306,18.692,18.707,11,0,0,36.261,0,0.833,22.352,22.365,8,9.055,15.929,16.716,5,3,4,1.32,4.101,4.223,2,1.628,4.25,6.461,5,3,2,21.876,69.376,69.41,9,1.173,5.734,6.534,11,2,3,0.741,5.786,5.804,2,1.179,2.987,4.232,3,4,3,1.392,3.452,3.467,2,0.763,1.956,2.619,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","4
 ",4,"5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,,0,0,0,0,0,0,-0.75,0,1.00,0,q~~~2*(10/10+11),q~2*9*(10/10),q~kafae~3*8*(7-6),q~2*9*(10/10),q~3*6*(8-7),2521,,p~2*9*(10/10),p~3*6*(8-7),2
2021-07-23 20:27:06,2021-07-23 20:29:31,Survey Preview,,100,144,True,2021-07-23 20:29:33,R_2Yb0RGewe4beB6B,,,,,37.5731048583984375,-122.05390167236328125,preview,EN,1,projects/513998946275/assessments/74866d1ec8000000,0,0,2.282,0,Other,,Prefer not to answer,Other,,High school,Prefer not to answer,,"4
 ",1.632,1.632,4.218,1,1.695,10.542,10.566,4,0.782,8.55,8.566,3,0,0,2.216,0,3.626,5.372,5.393,2,1.601,4.445,5.589,4,2,3,1.525,3.234,3.253,2,1.499,4.723,7.715,4,3,4,2.187,6.071,6.088,3,1.78,5.998,7.013,5,3,3,9.418,14.051,14.068,2,2.494,4.419,5.346,2,3,3,5.271,7.227,7.25,2,1.475,5.011,6.075,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"2
 ","3
Neutral","3
Neutral","3
Neutral",Other,,0,0,0,0,0,0,-0.25,0,1.00,0,q~12+12,q~12+12,q~~3*5,q~3+7*2,q~3*5,7963,,p~12+12~10/10*9*2,p~3*5~3*6*(8-7),2
